序號,券商,價格,買進股數,賣出股數
1,1020合　　庫,629.00,1120,2000
2,1020合　　庫,630.00,2331,5 
3,1020合　　庫,631.00,0,2230
4,1020合　　庫,632.00,6000,3050 
5,1020合　　庫,633.00,760,100
6,1020合　　庫,635.00,1000,4000 
7,1021合庫台中,628.00,1000,0
8,1021合庫台中,629.00,3026,20 
9,1021合庫台中,630.00,548,1305
10,1021合庫台中,631.00,1064,1000 
11,1021合庫台中,632.00,122,3100
12,1021合庫台中,633.00,1015,100 
13,1022合庫台南,628.00,1000,0
14,1022合庫台南,629.00,1000,3000 
15,1022合庫台南,630.00,1140,0
16,1022合庫台南,631.00,100,0 
17,1022合庫台南,632.00,1000,0
18,1022合庫台南,633.00,0,2000 
19,1023合庫高雄,629.00,1,0
20,1023合庫高雄,630.00,150,250 
21,1023合庫高雄,631.00,0,50
22,1023合庫高雄,632.00,0,650 
23,1023合庫高雄,633.00,25,0
24,1024合庫嘉義,630.00,50,0 
25,1024合庫嘉義,631.00,170,0
26,1024合庫嘉義,633.00,0,150 
27,1025合庫基隆,629.00,15,0
28,1025合庫基隆,630.00,100,0 
29,1025合庫基隆,632.00,0,1160
30,1025合庫基隆,633.00,0,1000 
31,1028合庫彰化,628.00,1000,0
32,1028合庫彰化,629.00,1200,0 
33,1028合庫彰化,630.00,150,230
34,1028合庫彰化,631.00,0,100 
35,1028合庫彰化,632.00,5,3000
36,1029合庫鳳山,629.00,50,200 
37,1029合庫鳳山,630.00,0,50
38,1029合庫鳳山,631.00,200,100 
39,1029合庫鳳山,632.00,1050,0
40,1029合庫鳳山,633.00,1000,24 
41,102A合庫新竹,628.00,1000,0
42,102A合庫新竹,631.00,2100,1000 
43,102A合庫新竹,632.00,11000,51
44,102A合庫新竹,633.00,0,1030 
45,102C合庫自強,628.00,1000,0
46,102C合庫自強,629.00,1000,0 
47,102C合庫自強,630.00,0,300
48,102C合庫自強,631.00,1000,15 
49,102C合庫自強,632.00,560,32100
50,102C合庫自強,633.00,14000,3000 
51,102C合庫自強,635.00,0,1000
52,102E合庫桃園,629.00,1050,0 
53,102E合庫桃園,630.00,1018,0
54,102E合庫桃園,631.00,5019,450 
55,102E合庫桃園,632.00,60,1350
56,102E合庫桃園,633.00,10,0 
57,102E合庫桃園,635.00,0,2000
58,102F合庫西台,630.00,116,0 
59,102F合庫西台,631.00,1000,200
60,102F合庫西台,632.00,1010,2078 
61,102F合庫西台,633.00,0,6275
62,102G合庫三重,629.00,100,100 
63,102G合庫三重,630.00,0,2000
64,102G合庫三重,631.00,2,0 
65,102G合庫三重,632.00,0,1000
66,102G合庫三重,633.00,85,0 
67,1030土　　銀,629.00,2000,0
68,1030土　　銀,632.00,0,50 
69,1030土　　銀,633.00,100,1000
70,1030土　　銀,635.00,0,3000 
71,1031土銀台中,630.00,0,8000
72,1032土銀台南,629.00,2000,0 
73,1032土銀台南,630.00,0,100
74,1032土銀台南,631.00,2000,2000 
75,1032土銀台南,635.00,0,1000
76,1033土銀高雄,635.00,0,2000 
77,1034土銀嘉義,630.00,100,0
78,1034土銀嘉義,633.00,4200,10 
79,1035土銀新竹,629.00,1000,0
80,1035土銀新竹,630.00,15,300 
81,1035土銀新竹,632.00,0,2000
82,1035土銀新竹,633.00,100,100 
83,1036土銀玉里,629.00,220,0
84,1036土銀玉里,630.00,100,0 
85,1036土銀玉里,632.00,100,100
86,1036土銀玉里,633.00,50,0 
87,1037土銀花蓮,631.00,0,1000
88,1037土銀花蓮,633.00,100,0 
89,1039土銀士林,629.00,1000,0
90,103A土銀建國,629.00,1100,0 
91,103A土銀建國,630.00,0,10
92,103A土銀建國,631.00,100,0 
93,103A土銀建國,632.00,0,330
94,103A土銀建國,633.00,21,0 
95,103B土銀彰化,629.00,1000,0
96,103B土銀彰化,631.00,0,1000 
97,103B土銀彰化,632.00,0,1000
98,103B土銀彰化,633.00,0,100 
99,103C土銀白河,631.00,1000,5
100,103C土銀白河,632.00,3000,0 
101,103F土銀南港,629.00,20,0
102,103F土銀南港,630.00,20,0 
103,103F土銀南港,631.00,200,0
104,103F土銀南港,632.00,2,8000 
105,1040臺    銀,629.00,1030,200000
106,1040臺    銀,630.00,2260,100355 
107,1040臺    銀,631.00,50,100300
108,1040臺    銀,632.00,1081,105017 
109,1040臺    銀,633.00,200,2190
110,1040臺    銀,635.00,1000,3000 
111,1041臺銀鳳山,628.00,1000,0
112,1041臺銀鳳山,629.00,1005,0 
113,1041臺銀鳳山,630.00,2006,182
114,1041臺銀鳳山,631.00,1000,1115 
115,1041臺銀鳳山,632.00,1051,4597
116,1041臺銀鳳山,633.00,1050,152 
117,1041臺銀鳳山,635.00,0,2000
118,1042臺銀臺南,629.00,4200,50 
119,1042臺銀臺南,630.00,477,340
120,1042臺銀臺南,631.00,7016,439 
121,1042臺銀臺南,632.00,4023,3050
122,1042臺銀臺南,633.00,0,2230 
123,1042臺銀臺南,635.00,0,2000
124,1043臺銀民權,629.00,65,0 
125,1043臺銀民權,630.00,86,1600
126,1043臺銀民權,631.00,1180,1509 
127,1043臺銀民權,632.00,1115,6322
128,1043臺銀民權,633.00,5,3109 
129,1043臺銀民權,635.00,0,1000
130,1045臺銀新竹,629.00,1111,0 
131,1045臺銀新竹,630.00,206,1500
132,1045臺銀新竹,631.00,0,3104 
133,1045臺銀新竹,632.00,100,2174
134,1045臺銀新竹,633.00,2,359 
135,104A臺銀臺中,628.00,2000,0
136,104A臺銀臺中,629.00,1082,0 
137,104A臺銀臺中,630.00,176,102
138,104A臺銀臺中,631.00,5636,560 
139,104A臺銀臺中,632.00,3694,10166
140,104A臺銀臺中,633.00,0,1020 
141,104A臺銀臺中,635.00,0,6000
142,104C臺銀高雄,629.00,3000,0 
143,104C臺銀高雄,630.00,118,1060
144,104C臺銀高雄,631.00,1000,100 
145,104C臺銀高雄,632.00,0,2312
146,104C臺銀高雄,633.00,12,3100 
147,104C臺銀高雄,635.00,0,6000
148,104D臺銀金山,629.00,2070,0 
149,104D臺銀金山,630.00,220,159
150,104D臺銀金山,631.00,3025,1273 
151,104D臺銀金山,632.00,3010,9135
152,104D臺銀金山,633.00,0,5 
153,104D臺銀金山,635.00,1000,5000
154,1110企    銀,629.00,10,0 
155,1110企    銀,630.00,10,0
156,1110企    銀,631.00,1000,5000 
157,1110企    銀,632.00,0,4
158,1110企    銀,633.00,1000,0 
159,1110企    銀,635.00,0,11000
160,1111企銀台中,629.00,10,0 
161,1111企銀台中,631.00,1000,0
162,1111企銀台中,632.00,1000,1400 
163,1112企銀台南,630.00,0,100
164,1112企銀台南,635.00,0,1000 
165,1113企銀九如,632.00,0,1000
166,1114企銀嘉義,630.00,0,5 
167,1114企銀嘉義,633.00,0,2000
168,1115企銀太平,630.00,0,3000 
169,1115企銀太平,631.00,0,9000
170,1115企銀太平,632.00,0,1000 
171,1117企銀竹北,630.00,0,130
172,1117企銀竹北,631.00,1000,0 
173,1117企銀竹北,635.00,0,1000
174,1118企銀豐原,630.00,1,0 
175,1118企銀豐原,631.00,2,0
176,1119企銀岡山,631.00,0,100 
177,1119企銀岡山,632.00,0,1000
178,1119企銀岡山,635.00,0,2000 
179,111A企銀民雄,628.00,3000,0
180,111A企銀民雄,632.00,1020,0 
181,111B台企建成,630.00,3,10000
182,111B台企建成,632.00,0,1000 
183,111C台企三民,630.00,0,2000
184,111C台企三民,633.00,1000,0 
185,111C台企三民,635.00,0,2000
186,111E企銀桃園,632.00,0,7000 
187,111E企銀桃園,635.00,0,1000
188,111F企銀北高,630.00,1,0 
189,111F企銀北高,632.00,1000,1000
190,111F企銀北高,635.00,0,1000 
191,111G企銀埔墘,630.00,0,50
192,111G企銀埔墘,632.00,0,1050 
193,1230彰    銀,630.00,0,50
194,1230彰    銀,631.00,50,32 
195,1230彰    銀,632.00,2000,2000
196,1230彰    銀,635.00,0,4000 
197,1232彰銀七賢,632.00,1000,0
198,1232彰銀七賢,633.00,140,0 
199,1233彰銀台中,629.00,1100,0
200,1233彰銀台中,630.00,5100,2000 
201,1233彰銀台中,631.00,0,100
202,1233彰銀台中,632.00,1151,1600 
203,1233彰銀台中,635.00,0,1000
204,1260宏    遠,629.00,43000,0 
205,1260宏    遠,630.00,68000,53
206,1260宏    遠,631.00,79000,10 
207,1260宏    遠,632.00,32000,100
208,1261宏遠民生,631.00,1000,2000 
209,1261宏遠民生,635.00,0,1000
210,1262宏遠桃園,629.00,1000,0 
211,1262宏遠桃園,630.00,0,20
212,1262宏遠桃園,632.00,1000,1000 
213,1262宏遠桃園,633.00,0,1000
214,126D宏遠台南,630.00,1000,0 
215,126D宏遠台南,631.00,100,35
216,126D宏遠台南,632.00,100,15 
217,126D宏遠台南,633.00,0,2000
218,126D宏遠台南,635.00,0,1000 
219,126H宏遠中和,629.00,300,0
220,126H宏遠中和,631.00,0,300 
221,126H宏遠中和,633.00,1000,0
222,126i宏遠光隆,629.00,1000,0 
223,126i宏遠光隆,630.00,0,1000
224,126i宏遠光隆,631.00,250,1000 
225,126i宏遠光隆,632.00,350,944
226,126i宏遠光隆,633.00,10,5000 
227,126i宏遠光隆,635.00,0,2000
228,126L宏遠台中,630.00,50,50 
229,126L宏遠台中,631.00,0,500
230,126L宏遠台中,632.00,0,19075 
231,126Q宏遠高雄,629.00,0,1000
232,126Q宏遠高雄,630.00,0,50 
233,126Q宏遠高雄,631.00,3005,150
234,126Q宏遠高雄,632.00,6399,0 
235,126Q宏遠高雄,633.00,0,1000
236,126Q宏遠高雄,635.00,0,2000 
237,126U宏遠館前,631.00,0,1000
238,126U宏遠館前,632.00,0,50 
239,126U宏遠館前,633.00,100,0
240,126U宏遠館前,635.00,0,1000 
241,126X宏遠新化,631.00,2,0
242,126X宏遠新化,632.00,10000,1000 
243,126X宏遠新化,633.00,0,1000
244,126X宏遠新化,635.00,0,19000 
245,1360港麥格理,629.00,39000,0
246,1360港麥格理,630.00,54000,716 
247,1360港麥格理,631.00,110100,13000
248,1360港麥格理,632.00,301200,82000 
249,1360港麥格理,633.00,388000,120000
250,1360港麥格理,635.00,67000,198000 
251,1380台灣匯立,628.00,1000,0
252,1380台灣匯立,629.00,41000,17001 
253,1380台灣匯立,630.00,39500,29825
254,1380台灣匯立,631.00,105800,99000 
255,1380台灣匯立,632.00,330200,91000
256,1380台灣匯立,633.00,269000,286000 
257,1380台灣匯立,635.00,1265000,41000
258,1440美林,628.00,0,10000 
259,1440美林,629.00,322000,73000
260,1440美林,630.00,518722,61000 
261,1440美林,631.00,457000,368000
262,1440美林,632.00,242000,546000 
263,1440美林,633.00,157000,312000
264,1440美林,635.00,149000,205000 
265,1470台灣摩根,628.00,0,4000
266,1470台灣摩根,629.00,33000,35000 
267,1470台灣摩根,630.00,253000,28302
268,1470台灣摩根,631.00,288400,35000 
269,1470台灣摩根,632.00,165294,83000
270,1470台灣摩根,633.00,215000,26000 
271,1470台灣摩根,635.00,624000,66000
272,1480美商高盛,628.00,0,15000 
273,1480美商高盛,629.00,159000,80000
274,1480美商高盛,630.00,191050,120000 
275,1480美商高盛,631.00,825350,265000
276,1480美商高盛,632.00,458600,203000 
277,1480美商高盛,633.00,63000,13000
278,1480美商高盛,635.00,21000,97000 
279,1560港商野村,629.00,1000,3000
280,1560港商野村,631.00,83000,60000 
281,1560港商野村,632.00,199337,2000
282,1560港商野村,633.00,30000,17000 
283,1560港商野村,635.00,206000,0
284,1570港商法興,628.00,0,6000 
285,1570港商法興,629.00,10000,60000
286,1570港商法興,630.00,0,50000 
287,1570港商法興,631.00,0,75000
288,1570港商法興,632.00,1000,24000 
289,1570港商法興,633.00,0,7000
290,1570港商法興,635.00,0,20000 
291,1590花旗環球,629.00,75000,13000
292,1590花旗環球,630.00,46000,6097 
293,1590花旗環球,631.00,160000,28000
294,1590花旗環球,632.00,150000,26000 
295,1590花旗環球,633.00,149000,100000
296,1590花旗環球,635.00,366000,39000 
297,1650瑞銀,628.00,0,13000
298,1650瑞銀,629.00,11000,105000 
299,1650瑞銀,630.00,303000,82785
300,1650瑞銀,631.00,131000,279000 
301,1650瑞銀,632.00,275000,444524
302,1650瑞銀,633.00,258000,102000 
303,1650瑞銀,635.00,271000,159000
304,2180亞    東,631.00,2000,1112 
305,2180亞    東,632.00,4232,1390
306,2180亞    東,633.00,0,2000 
307,2180亞    東,635.00,0,2000
308,2181亞東板橋,630.00,202,55 
309,2181亞東板橋,631.00,0,1000
310,2181亞東板橋,632.00,0,55 
311,2181亞東板橋,633.00,100,200
312,2184亞東新竹,630.00,10,0 
313,2184亞東新竹,631.00,0,100
314,2184亞東新竹,632.00,1000,1000 
315,2184亞東新竹,633.00,0,1000
316,2184亞東新竹,635.00,0,2000 
317,2185亞東台南,629.00,3000,0
318,2186亞東高雄,630.00,0,1000 
319,2186亞東高雄,631.00,0,2200
320,5050大    展,629.00,1000,0 
321,5050大    展,630.00,0,70
322,5050大    展,631.00,4110,0 
323,5050大    展,632.00,200,0
324,5050大    展,633.00,0,2053 
325,5050大    展,635.00,2000,0
326,5058大展台南,631.00,0,25 
327,5110富    隆,632.00,0,1000
328,5260美    好,630.00,0,160 
329,5260美    好,631.00,0,1100
330,5260美    好,635.00,0,1000 
331,5261美好蘆洲,630.00,1100,11
332,5261美好蘆洲,631.00,34,0 
333,5261美好蘆洲,632.00,1000,1200
334,5262美好楊梅,630.00,10,370 
335,5262美好楊梅,632.00,0,50
336,5262美好楊梅,633.00,500,0 
337,5263美好泰山,631.00,0,3185
338,5263美好泰山,632.00,0,1000 
339,5263美好泰山,633.00,0,200
340,5264美好高雄,630.00,1100,0 
341,5264美好高雄,633.00,0,80
342,5265美好苗栗,630.00,100,0 
343,5265美好苗栗,631.00,0,1000
344,5265美好苗栗,632.00,200,0 
345,5265美好苗栗,633.00,3,0
346,5266美好中壢,630.00,1000,0 
347,5266美好中壢,631.00,10,0
348,5266美好中壢,632.00,0,9000 
349,5267美好基隆,630.00,100,0
350,5267美好基隆,632.00,0,1000 
351,5268美好台南,630.00,3000,0
352,5268美好台南,631.00,0,50 
353,5269美好台中,630.00,1000,28
354,5269美好台中,631.00,0,2000 
355,5269美好台中,632.00,1041,0
356,526A美好中和,633.00,1000,100 
357,526K美好富順,630.00,100,1170
358,526K美好富順,631.00,1000,200 
359,526K美好富順,632.00,0,1050
360,526K美好富順,635.00,3000,10000 
361,5320高    橋,629.00,50,0
362,5320高    橋,630.00,5,1225 
363,5320高    橋,631.00,1022,470
364,5320高    橋,632.00,2031,2000 
365,5320高    橋,633.00,300,2000
366,5320高    橋,635.00,1000,1000 
367,5321高橋龍潭,630.00,0,100
368,5321高橋龍潭,631.00,0,1030 
369,5321高橋龍潭,632.00,1000,1000
370,5321高橋龍潭,633.00,0,280 
371,5322高橋中壢,630.00,0,1000
372,5322高橋中壢,632.00,0,1000 
373,5322高橋中壢,635.00,0,1000
374,5323高橋內壢,630.00,185,0 
375,5323高橋內壢,631.00,0,1000
376,5323高橋內壢,632.00,0,1150 
377,5323高橋內壢,635.00,0,1000
378,5380第一金證,629.00,6000,0 
379,5380第一金證,630.00,10000,0
380,5380第一金證,631.00,21000,106 
381,5380第一金證,632.00,16130,1000
382,5380第一金證,633.00,0,90 
383,5381第一員林,630.00,100,0
384,5381第一員林,631.00,1000,0 
385,5381第一員林,632.00,30,51
386,5381第一員林,633.00,0,10 
387,5381第一員林,635.00,0,1000
388,5382第一台中,629.00,1127,0 
389,5382第一台中,631.00,0,1
390,5382第一台中,632.00,0,4030 
391,5382第一台中,633.00,0,4000
392,5382第一台中,635.00,0,2000 
393,5383第一高雄,628.00,0,2000
394,5383第一高雄,629.00,0,2000 
395,5383第一高雄,630.00,110,0
396,5383第一高雄,631.00,650,50 
397,5383第一高雄,632.00,215,165
398,5383第一高雄,633.00,0,19 
399,5384第一台南,630.00,2330,1221
400,5384第一台南,631.00,100,2055 
401,5384第一台南,632.00,1000,3391
402,5384第一台南,633.00,0,1100 
403,5384第一台南,635.00,0,1000
404,5385第一桃園,629.00,2000,0 
405,5385第一桃園,630.00,50,10
406,5385第一桃園,631.00,250,1035 
407,5385第一桃園,632.00,6000,14100
408,5385第一桃園,633.00,0,1000 
409,5385第一桃園,635.00,0,1000
410,5386第一彰化,628.00,1000,0 
411,5386第一彰化,630.00,2,5
412,5386第一彰化,631.00,0,1095 
413,5386第一彰化,632.00,0,1700
414,5386第一彰化,633.00,100,2100 
415,5386第一彰化,635.00,0,1000
416,5387第一澎湖,629.00,3,0 
417,5387第一澎湖,630.00,50,0
418,5387第一澎湖,631.00,1180,0 
419,5387第一澎湖,632.00,30,1003
420,5387第一澎湖,633.00,1000,0 
421,5387第一澎湖,635.00,0,1000
422,5389第一中山,629.00,125,0 
423,5389第一中山,632.00,2000,1008
424,5389第一中山,633.00,100,1200 
425,5389第一中山,635.00,0,3000
426,538A第一新興,629.00,170,0 
427,538A第一新興,630.00,110,100
428,538A第一新興,631.00,5,0 
429,538A第一新興,632.00,1005,1470
430,538A第一新興,633.00,1000,20 
431,538A第一新興,635.00,0,1000
432,538B第一新竹,628.00,1000,0 
433,538B第一新竹,629.00,20,0
434,538B第一新竹,630.00,50,1300 
435,538B第一新竹,631.00,2000,1060
436,538B第一新竹,632.00,3200,8300 
437,538B第一新竹,633.00,0,250
438,538C第一光復,629.00,0,1020 
439,538C第一光復,630.00,0,30
440,538C第一光復,631.00,1010,0 
441,538C第一光復,632.00,1000,15
442,538C第一光復,633.00,1000,50 
443,538D第一忠孝,631.00,29,14
444,538D第一忠孝,632.00,1000,1160 
445,538D第一忠孝,633.00,0,1100
446,538E第一自由,629.00,1000,0 
447,538E第一自由,630.00,1015,0
448,538E第一自由,631.00,1010,1100 
449,538E第一自由,632.00,200,3000
450,538E第一自由,635.00,0,1000 
451,538F第一稻埕,632.00,104,2000
452,538F第一稻埕,635.00,0,1000 
453,538I第一頭份,630.00,0,40
454,538I第一頭份,631.00,100,0 
455,538I第一頭份,632.00,0,50
456,538I第一頭份,635.00,0,2000 
457,538j第一安和,630.00,1300,250
458,538j第一安和,631.00,100,66 
459,538j第一安和,632.00,3000,252
460,538j第一安和,635.00,0,3000 
461,538M第一嘉義,629.00,50,2000
462,538M第一嘉義,630.00,31,70 
463,538M第一嘉義,631.00,5,13
464,538M第一嘉義,632.00,1000,15 
465,538N第一豐原,630.00,185,213
466,538N第一豐原,631.00,500,10 
467,538N第一豐原,632.00,210,820
468,538N第一豐原,633.00,0,100 
469,538P第一路竹,628.00,0,1000
470,538P第一路竹,629.00,1001,1817 
471,538P第一路竹,630.00,0,5305
472,538P第一路竹,631.00,1000,13 
473,538P第一路竹,632.00,1120,1035
474,538P第一路竹,635.00,0,1000 
475,538W第一華江,629.00,15,0
476,538W第一華江,630.00,1072,1129 
477,538W第一華江,631.00,2030,183
478,538W第一華江,632.00,11000,5 
479,538W第一華江,633.00,140,1150
480,538W第一華江,635.00,1000,1000 
481,538Y第一中壢,630.00,0,1010
482,538Y第一中壢,631.00,0,15 
483,538Y第一中壢,632.00,50,1000
484,538Y第一中壢,633.00,0,2000 
485,538Y第一中壢,635.00,0,1000
486,5460寶    盛,629.00,0,1000 
487,5460寶    盛,631.00,0,2000
488,5460寶    盛,632.00,0,6000 
489,5460寶    盛,633.00,16,140
490,5460寶    盛,635.00,0,1000 
491,5600永    興,630.00,0,1100
492,5600永    興,631.00,0,1000 
493,5600永    興,632.00,100,2000
494,5600永    興,633.00,100,0 
495,5600永    興,635.00,0,1000
496,5602永興水湳,628.00,2000,0 
497,5602永興水湳,630.00,0,1000
498,5602永興水湳,632.00,0,1 
499,5603永興台中,630.00,0,1000
500,5603永興台中,633.00,0,100 
501,5604永興大墩,631.00,50,0
502,5660日    進,628.00,1000,0 
503,5660日    進,629.00,50,0
504,5660日    進,630.00,2000,0 
505,5660日    進,632.00,1000,2000
506,5660日    進,633.00,0,1000 
507,5850統    一,628.00,5000,0
508,5850統    一,629.00,31000,3000 
509,5850統    一,630.00,14011,2200
510,5850統    一,631.00,49000,101 
511,5850統    一,632.00,85003,2499
512,5850統    一,633.00,50000,9002 
513,5850統    一,635.00,3000,277000
514,5851統一高雄,631.00,1000,1 
515,5851統一高雄,632.00,100,5050
516,5851統一高雄,635.00,0,1000 
517,5852統一敦南,629.00,50,0
518,5852統一敦南,630.00,0,1020 
519,5852統一敦南,631.00,90,1005
520,5852統一敦南,632.00,0,3032 
521,5852統一敦南,633.00,20,13200
522,5852統一敦南,635.00,0,6000 
523,5853統一中壢,630.00,100,0
524,5853統一中壢,631.00,0,5 
525,5853統一中壢,632.00,1150,7
526,5853統一中壢,633.00,3000,3000 
527,5853統一中壢,635.00,0,4000
528,5854統一城中,630.00,1000,0 
529,5854統一城中,632.00,0,2010
530,5854統一城中,633.00,0,13000 
531,5855統一台南,630.00,110,0
532,5855統一台南,631.00,0,10 
533,5855統一台南,632.00,2027,37000
534,5855統一台南,633.00,0,1001 
535,5855統一台南,635.00,0,6000
536,5856統一台中,630.00,100,0 
537,5856統一台中,631.00,9000,170
538,5856統一台中,632.00,19100,0 
539,5856統一台中,635.00,0,6000
540,5857統一新竹,628.00,7000,0 
541,5857統一新竹,629.00,1100,20010
542,5857統一新竹,630.00,0,20030 
543,5857統一新竹,631.00,2530,120
544,5857統一新竹,632.00,0,1232 
545,5857統一新竹,633.00,300,30100
546,5858統一嘉義,629.00,1000,0 
547,5858統一嘉義,630.00,50,0
548,5858統一嘉義,632.00,1000,100 
549,5858統一嘉義,633.00,1000,0
550,5858統一嘉義,635.00,0,1000 
551,5859統一屏東,632.00,0,749
552,5859統一屏東,633.00,5,0 
553,5859統一屏東,635.00,0,1000
554,585A統一基隆,629.00,1000,0 
555,585A統一基隆,631.00,1000,3000
556,585A統一基隆,632.00,0,150 
557,585b統一內湖,631.00,1015,0
558,585b統一內湖,632.00,0,3100 
559,585b統一內湖,633.00,0,25000
560,585b統一內湖,635.00,0,1000 
561,585B統一永和,631.00,0,3
562,585B統一永和,632.00,0,3 
563,585c統一仁愛,629.00,400,0
564,585c統一仁愛,630.00,1000,0 
565,585c統一仁愛,631.00,0,230
566,585c統一仁愛,632.00,0,1000 
567,585D統一新台中,628.00,0,7000
568,585D統一新台中,630.00,2000,5 
569,585D統一新台中,631.00,6000,0
570,585D統一新台中,632.00,4000,0 
571,585D統一新台中,633.00,0,1010
572,585E統一新營,631.00,0,2 
573,585E統一新營,632.00,0,1024
574,585E統一新營,633.00,0,1000 
575,585F統一彰化,629.00,100,0
576,585F統一彰化,630.00,0,50 
577,585F統一彰化,631.00,1050,325
578,585F統一彰化,632.00,100,1410 
579,585g統一平鎮,631.00,1000,24000
580,585g統一平鎮,632.00,1000,2000 
581,585g統一平鎮,633.00,0,1000
582,585H統一桃園,631.00,0,30 
583,585H統一桃園,632.00,2000,1000
584,585H統一桃園,635.00,0,1000 
585,585I統一員林,630.00,2,0
586,585J統一三重,630.00,44,0 
587,585J統一三重,631.00,0,200
588,585J統一三重,632.00,100,1030 
589,585J統一三重,633.00,3,0
590,585J統一三重,635.00,0,2000 
591,585m統一竹南,630.00,300,1000
592,585M統一士林,628.00,4000,0 
593,585M統一士林,631.00,5,1000
594,585M統一士林,632.00,28,2052 
595,585M統一士林,635.00,5000,0
596,585P統一板橋,629.00,2000,5000 
597,585P統一板橋,631.00,35,0
598,585Q統一三多,632.00,40,0 
599,585R統一汐止,629.00,5,0
600,585R統一汐止,630.00,100,0 
601,585R統一汐止,631.00,0,200
602,585S統一宜蘭,629.00,2,0 
603,585S統一宜蘭,630.00,1002,20
604,585S統一宜蘭,631.00,4,104 
605,585S統一宜蘭,632.00,0,216
606,585S統一宜蘭,633.00,0,2 
607,585S統一宜蘭,635.00,0,1000
608,585U統一南京,630.00,1130,10 
609,585U統一南京,631.00,0,1000
610,585U統一南京,632.00,1,2000 
611,585U統一南京,635.00,0,1000
612,585W統一金門,631.00,33100,0 
613,585W統一金門,632.00,0,15
614,585W統一金門,633.00,0,45000 
615,585W統一金門,635.00,0,5000
616,585Y統一土城,629.00,10,0 
617,585Y統一土城,632.00,1000,0
618,585Y統一土城,635.00,0,1000 
619,585Z統一松江,628.00,0,3000
620,585Z統一松江,629.00,1000,5000 
621,585Z統一松江,630.00,0,5200
622,585Z統一松江,631.00,50,0 
623,585Z統一松江,632.00,150,0
624,5860盈    溢,632.00,0,1000 
625,5920元    富,629.00,93100,1001
626,5920元    富,630.00,217058,0 
627,5920元    富,631.00,461050,101051
628,5920元    富,632.00,797000,203001 
629,5920元    富,633.00,130048,0
630,5920元    富,635.00,1000,1000 
631,5921元富高雄,631.00,110,0
632,5921元富高雄,632.00,100,3065 
633,5921元富高雄,633.00,0,50
634,5922元富新店,629.00,9120,0 
635,5922元富新店,630.00,50,1
636,5922元富新店,631.00,5000,1100 
637,5922元富新店,632.00,2021,1188
638,5922元富新店,633.00,20,8000 
639,5923元富三重,630.00,9,105
640,5923元富三重,631.00,0,10 
641,5923元富三重,632.00,1020,0
642,5923元富三重,633.00,32,0 
643,5925元富台中,630.00,113,27
644,5925元富台中,631.00,0,1002 
645,5925元富台中,632.00,15006,242606
646,5925元富台中,633.00,16,0 
647,5927元富林園,630.00,51,0
648,5927元富林園,631.00,0,1000 
649,5927元富林園,632.00,2000,0
650,5927元富林園,635.00,0,1000 
651,5928元富新莊,629.00,1,0
652,5928元富新莊,630.00,10,260 
653,5928元富新莊,631.00,0,50
654,5928元富新莊,633.00,1051,0 
655,5929元富台南,629.00,5,0
656,5929元富台南,630.00,0,300 
657,5929元富台南,631.00,300,10
658,5929元富台南,632.00,9000,2000 
659,5929元富台南,633.00,20,0
660,5929元富台南,635.00,10000,0 
661,592a元富松德,629.00,1100,0
662,592a元富松德,630.00,1100,0 
663,592a元富松德,631.00,400,60
664,592a元富松德,632.00,40,1000 
665,592a元富松德,633.00,20,0
666,592a元富松德,635.00,1000,0 
667,592A元富緯城,629.00,1,0
668,592A元富緯城,630.00,2,0 
669,592A元富緯城,631.00,347,1222
670,592A元富緯城,632.00,5120,4053 
671,592A元富緯城,633.00,15,1000
672,592b元富板橋,628.00,1000,1000 
673,592b元富板橋,629.00,14,0
674,592b元富板橋,630.00,483,110 
675,592b元富板橋,631.00,251,1000
676,592b元富板橋,632.00,1100,1210 
677,592b元富板橋,633.00,0,1000
678,592B元富永和,630.00,1111,0 
679,592B元富永和,631.00,1000,2000
680,592B元富永和,632.00,1000,1200 
681,592B元富永和,633.00,403,0
682,592c元富烏日,629.00,15,0 
683,592c元富烏日,630.00,110,0
684,592c元富烏日,631.00,100,10 
685,592c元富烏日,632.00,250,20
686,592C元富潮洲,630.00,10,100 
687,592C元富潮洲,631.00,0,1020
688,592C元富潮洲,633.00,4,0 
689,592C元富潮洲,635.00,0,1000
690,592D元富大昌,630.00,1000,0 
691,592D元富大昌,631.00,2000,20
692,592D元富大昌,632.00,40,10 
693,592D元富大昌,633.00,23,0
694,592D元富大昌,635.00,1000,0 
695,592E元富城中,629.00,4000,0
696,592E元富城中,630.00,0,3020 
697,592E元富城中,631.00,0,100
698,592E元富城中,632.00,1000,128 
699,592E元富城中,633.00,30,0
700,592E元富城中,635.00,0,2000 
701,592g元富中原,629.00,30,1000
702,592g元富中原,630.00,1040,0 
703,592g元富中原,631.00,0,8
704,592g元富中原,632.00,0,200 
705,592G元富新竹,630.00,3,100
706,592G元富新竹,631.00,0,100 
707,592G元富新竹,632.00,100,4100
708,592G元富新竹,633.00,0,2000 
709,592G元富新竹,635.00,1000,1000
710,592H元富信義,629.00,1024,1000 
711,592H元富信義,630.00,26,56
712,592H元富信義,631.00,0,210 
713,592H元富信義,632.00,1000,110
714,592H元富信義,633.00,41,0 
715,592H元富信義,635.00,0,1000
716,592i元富中港,630.00,2,27 
717,592i元富中港,631.00,0,10
718,592i元富中港,632.00,7,4030 
